,word,url,word_class,definition,tokens,pos,pos_str,definitions_and_pos,length
3721,representative,https://www.dictionary.com/browse/representative,1,standing or acting for another or others.,"['standing', 'or', 'acting', 'for', 'another', 'or', 'others', '.']","['VERB', 'CCONJ', 'VERB', 'ADP', 'PRON', 'CCONJ', 'NOUN', 'PUNCT']",verb cconj verb adp pron cconj noun punct,standing or acting for another or others.verb cconj verb adp pron cconj noun punct,8
3722,capacity,https://www.dictionary.com/browse/capacity,1,reaching maximum capacity: a capacity audience; a capacity crowd.,"['reaching', 'maximum', 'capacity', ':', 'a', 'capacity', 'audience', ';', 'a', 'capacity', 'crowd', '.']","['VERB', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']",verb adj noun punct det noun noun punct det noun noun punct,reaching maximum capacity: a capacity audience; a capacity crowd.verb adj noun punct det noun noun punct det noun noun punct,12
3723,challenge,https://www.dictionary.com/browse/challenge,1,"donated or given by a private, corporate, or government benefactor on condition that the recipient raise an additional specified amount from the public: a challenge grant.","['donated', 'or', 'given', 'by', 'a', 'private', ',', 'corporate', ',', 'or', 'government', 'benefactor', 'on', 'condition', 'that', 'the', 'recipient', 'raise', 'an', 'additional', 'specified', 'amount', 'from', 'the', 'public', ':', 'a', 'challenge', 'grant', '.']","['VERB', 'CCONJ', 'VERB', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'SCONJ', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']",verb cconj verb adp det adj punct adj punct cconj noun noun adp noun sconj det noun verb det adj adj noun adp det noun punct det noun noun punct,"donated or given by a private, corporate, or government benefactor on condition that the recipient raise an additional specified amount from the public: a challenge grant.verb cconj verb adp det adj punct adj punct cconj noun noun adp noun sconj det noun verb det adj adj noun adp det noun punct det noun noun punct",30
3724,dream,https://www.dictionary.com/browse/dream,1,most desirable; ideal: a dream vacation.,"['most', 'desirable', ';', 'ideal', ':', 'a', 'dream', 'vacation', '.']","['ADV', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']",adv adj punct adj punct det noun noun punct,most desirable; ideal: a dream vacation.adv adj punct adj punct det noun noun punct,9
3725,spring,https://www.dictionary.com/browse/spring,1,"of, pertaining to, characteristic of, or suitable for the season of spring: spring flowers.","['of', ',', 'pertaining', 'to', ',', 'characteristic', 'of', ',', 'or', 'suitable', 'for', 'the', 'season', 'of', 'spring', ':', 'spring', 'flowers', '.']","['ADP', 'PUNCT', 'VERB', 'ADP', 'PUNCT', 'ADJ', 'ADP', 'PUNCT', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",adp punct verb adp punct adj adp punct cconj adj adp det noun adp noun punct noun noun punct,"of, pertaining to, characteristic of, or suitable for the season of spring: spring flowers.adp punct verb adp punct adj adp punct cconj adj adp det noun adp noun punct noun noun punct",19
3726,bedroom,https://www.dictionary.com/browse/bedroom,1,concerned mainly with love affairs or sex: the movie is a typical bedroom comedy.,"['concerned', 'mainly', 'with', 'love', 'affairs', 'or', 'sex', ':', 'the', 'movie', 'is', 'a', 'typical', 'bedroom', 'comedy', '.']","['ADJ', 'ADV', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']",adj adv adp noun noun cconj noun punct det noun aux det adj noun noun punct,concerned mainly with love affairs or sex: the movie is a typical bedroom comedy.adj adv adp noun noun cconj noun punct det noun aux det adj noun noun punct,16
3727,bottom,https://www.dictionary.com/browse/bottom,1,of or relating to the bottom or a bottom.,"['of', 'or', 'relating', 'to', 'the', 'bottom', 'or', 'a', 'bottom', '.']","['ADP', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT']",adp cconj verb adp det noun cconj det noun punct,of or relating to the bottom or a bottom.adp cconj verb adp det noun cconj det noun punct,10
3728,enterprise,https://www.dictionary.com/browse/enterprise,1,intended for use or consumption by a business firm rather than a consumer: enterprise security; enterprise software.,"['intended', 'for', 'use', 'or', 'consumption', 'by', 'a', 'business', 'firm', 'rather', 'than', 'a', 'consumer', ':', 'enterprise', 'security', ';', 'enterprise', 'software', '.']","['VERB', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",verb adp noun cconj noun adp det noun noun adv adp det noun punct noun noun punct noun noun punct,intended for use or consumption by a business firm rather than a consumer: enterprise security; enterprise software.verb adp noun cconj noun adp det noun noun adv adp det noun punct noun noun punct noun noun punct,20
3729,middle,https://www.dictionary.com/browse/middle,1,equally distant from the extremes or outer limits; central: the middle point of a line; the middle singer in a trio.,"['equally', 'distant', 'from', 'the', 'extremes', 'or', 'outer', 'limits', ';', 'central', ':', 'the', 'middle', 'point', 'of', 'a', 'line', ';', 'the', 'middle', 'singer', 'in', 'a', 'trio', '.']","['ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",adv adj adp det noun cconj adj noun punct adj punct det adj noun adp det noun punct det adj noun adp det noun punct,equally distant from the extremes or outer limits; central: the middle point of a line; the middle singer in a trio.adv adj adp det noun cconj adj noun punct adj punct det adj noun adp det noun punct det adj noun adp det noun punct,25
3730,run,https://www.dictionary.com/browse/run,1,melted or liquefied: run butter.,"['melted', 'or', 'liquefied', ':', 'run', 'butter', '.']","['VERB', 'CCONJ', 'VERB', 'PUNCT', 'VERB', 'NOUN', 'PUNCT']",verb cconj verb punct verb noun punct,melted or liquefied: run butter.verb cconj verb punct verb noun punct,7
3731,acid,https://www.dictionary.com/browse/acid,1,chemistry.  belonging or pertaining to acids or the anhydrides of acids. having only a part of the hydrogen of an acid replaced by a metal or its equivalent: an acid phosphate. having a ph value of less than 7.compare alkaline (def. 4). ,"['chemistry', '.', ' ', 'belonging', 'or', 'pertaining', 'to', 'acids', 'or', 'the', 'anhydrides', 'of', 'acids', '.', 'having', 'only', 'a', 'part', 'of', 'the', 'hydrogen', 'of', 'an', 'acid', 'replaced', 'by', 'a', 'metal', 'or', 'its', 'equivalent', ':', 'an', 'acid', 'phosphate', '.', 'having', 'a', 'ph', 'value', 'of', 'less', 'than', '7.compare', 'alkaline', '(', 'def', '.', '4', ')', '.']","['NOUN', 'PUNCT', 'SPACE', 'VERB', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'NUM', 'PUNCT', 'PUNCT']",noun punct space verb cconj verb adp noun cconj det noun adp noun punct verb adv det noun adp det noun adp det noun verb adp det noun cconj pron noun punct det noun noun punct verb det noun noun adp adj adp num noun punct propn propn num punct punct,chemistry.  belonging or pertaining to acids or the anhydrides of acids. having only a part of the hydrogen of an acid replaced by a metal or its equivalent: an acid phosphate. having a ph value of less than 7.compare alkaline (def. 4). noun punct space verb cconj verb adp noun cconj det noun adp noun punct verb adv det noun adp det noun adp det noun verb adp det noun cconj pron noun punct det noun noun punct verb det noun noun adp adj adp num noun punct propn propn num punct punct,51
3732,store,https://www.dictionary.com/browse/store,1,bought from a store; commercial: a loaf of store bread.,"['bought', 'from', 'a', 'store', ';', 'commercial', ':', 'a', 'loaf', 'of', 'store', 'bread', '.']","['VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",verb adp det noun punct adj punct det noun adp noun noun punct,bought from a store; commercial: a loaf of store bread.verb adp det noun punct adj punct det noun adp noun noun punct,13
3733,transfer,https://www.dictionary.com/browse/transfer,1,"of, relating to, or involving transfer payments.","['of', ',', 'relating', 'to', ',', 'or', 'involving', 'transfer', 'payments', '.']","['ADP', 'PUNCT', 'VERB', 'ADP', 'PUNCT', 'CCONJ', 'VERB', 'NOUN', 'NOUN', 'PUNCT']",adp punct verb adp punct cconj verb noun noun punct,"of, relating to, or involving transfer payments.adp punct verb adp punct cconj verb noun noun punct",10
3734,component,https://www.dictionary.com/browse/component,1,being or serving as an element (in something larger); composing; constituent: the component parts of a computer system.,"['being', 'or', 'serving', 'as', 'an', 'element', '(', 'in', 'something', 'larger', ')', ';', 'composing', ';', 'constituent', ':', 'the', 'component', 'parts', 'of', 'a', 'computer', 'system', '.']","['AUX', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'PRON', 'ADJ', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']",aux cconj verb adp det noun punct adp pron adj punct punct noun punct noun punct det noun noun adp det noun noun punct,being or serving as an element (in something larger); composing; constituent: the component parts of a computer system.aux cconj verb adp det noun punct adp pron adj punct punct noun punct noun punct det noun noun adp det noun noun punct,24
3735,cut,https://www.dictionary.com/browse/cut,1,that has been subjected to cutting; divided into pieces by cutting; detached by cutting: cut flowers.,"['that', 'has', 'been', 'subjected', 'to', 'cutting', ';', 'divided', 'into', 'pieces', 'by', 'cutting', ';', 'detached', 'by', 'cutting', ':', 'cut', 'flowers', '.']","['PRON', 'AUX', 'AUX', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'VERB', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",pron aux aux verb adp noun punct verb adp noun adp noun punct verb adp verb punct noun noun punct,that has been subjected to cutting; divided into pieces by cutting; detached by cutting: cut flowers.pron aux aux verb adp noun punct verb adp noun adp noun punct verb adp verb punct noun noun punct,20
3736,lead,https://www.dictionary.com/browse/lead,1,most important; principal; leading; first: lead editorial;lead elephant;lead designer.,"['most', 'important', ';', 'principal', ';', 'leading', ';', 'first', ':', 'lead', 'editorial;lead', 'elephant;lead', 'designer', '.']","['ADV', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']",adv adj punct noun punct verb punct adv punct verb noun noun noun punct,most important; principal; leading; first: lead editorial;lead elephant;lead designer.adv adj punct noun punct verb punct adv punct verb noun noun noun punct,14
3737,waste,https://www.dictionary.com/browse/waste,1,not used or in use: waste energy; waste talents.,"['not', 'used', 'or', 'in', 'use', ':', 'waste', 'energy', ';', 'waste', 'talents', '.']","['PART', 'VERB', 'CCONJ', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",part verb cconj adp noun punct noun noun punct noun noun punct,not used or in use: waste energy; waste talents.part verb cconj adp noun punct noun noun punct noun noun punct,12
3738,guest,https://www.dictionary.com/browse/guest,1,provided for or done by a guest: a guest towel; a guest column for a newspaper.,"['provided', 'for', 'or', 'done', 'by', 'a', 'guest', ':', 'a', 'guest', 'towel', ';', 'a', 'guest', 'column', 'for', 'a', 'newspaper', '.']","['VERB', 'ADP', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",verb adp cconj verb adp det noun punct det noun noun punct det noun noun adp det noun punct,provided for or done by a guest: a guest towel; a guest column for a newspaper.verb adp cconj verb adp det noun punct det noun noun punct det noun noun adp det noun punct,19
3739,household,https://www.dictionary.com/browse/household,1,of or relating to a household: household furniture.,"['of', 'or', 'relating', 'to', 'a', 'household', ':', 'household', 'furniture', '.']","['ADP', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",adp cconj verb adp det noun punct noun noun punct,of or relating to a household: household furniture.adp cconj verb adp det noun punct noun noun punct,10
3740,initiative,https://www.dictionary.com/browse/initiative,1,of or relating to formal admission or acceptance into a club or other group; signifying an initiation: the secret society's initiative events are best left undescribed.,"['of', 'or', 'relating', 'to', 'formal', 'admission', 'or', 'acceptance', 'into', 'a', 'club', 'or', 'other', 'group', ';', 'signifying', 'an', 'initiation', ':', 'the', 'secret', 'society', ""'s"", 'initiative', 'events', 'are', 'best', 'left', 'undescribed', '.']","['ADP', 'CCONJ', 'VERB', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PART', 'NOUN', 'NOUN', 'AUX', 'ADV', 'VERB', 'VERB', 'PUNCT']",adp cconj verb adp adj noun cconj noun adp det noun cconj adj noun punct verb det noun punct det adj noun part noun noun aux adv verb verb punct,of or relating to formal admission or acceptance into a club or other group; signifying an initiation: the secret society's initiative events are best left undescribed.adp cconj verb adp adj noun cconj noun adp det noun cconj adj noun punct verb det noun punct det adj noun part noun noun aux adv verb verb punct,30
3741,pool,https://www.dictionary.com/browse/pool,1,of or for a pool: pool filters.,"['of', 'or', 'for', 'a', 'pool', ':', 'pool', 'filters', '.']","['ADP', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",adp cconj adp det noun punct noun noun punct,of or for a pool: pool filters.adp cconj adp det noun punct noun noun punct,9
3742,reading,https://www.dictionary.com/browse/reading,1,pertaining to or used for reading: reading glasses.,"['pertaining', 'to', 'or', 'used', 'for', 'reading', ':', 'reading', 'glasses', '.']","['VERB', 'ADP', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT']",verb adp cconj verb adp noun punct verb noun punct,pertaining to or used for reading: reading glasses.verb adp cconj verb adp noun punct verb noun punct,10
3743,theme,https://www.dictionary.com/browse/theme,1,having a unifying theme: a theme restaurant decorated like a spaceship.,"['having', 'a', 'unifying', 'theme', ':', 'a', 'theme', 'restaurant', 'decorated', 'like', 'a', 'spaceship', '.']","['VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",verb det noun noun punct det noun noun verb adp det noun punct,having a unifying theme: a theme restaurant decorated like a spaceship.verb det noun noun punct det noun noun verb adp det noun punct,13
3744,drive,https://www.dictionary.com/browse/drive,1,noting or pertaining to a part of a machine or vehicle used for its propulsion.,"['noting', 'or', 'pertaining', 'to', 'a', 'part', 'of', 'a', 'machine', 'or', 'vehicle', 'used', 'for', 'its', 'propulsion', '.']","['VERB', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'PRON', 'NOUN', 'PUNCT']",verb cconj verb adp det noun adp det noun cconj noun verb adp pron noun punct,noting or pertaining to a part of a machine or vehicle used for its propulsion.verb cconj verb adp det noun adp det noun cconj noun verb adp pron noun punct,16
3745,priority,https://www.dictionary.com/browse/priority,1,"highest or higher in importance, rank, privilege, etc.: a priority task.","['highest', 'or', 'higher', 'in', 'importance', ',', 'rank', ',', 'privilege', ',', 'etc', '.', ':', 'a', 'priority', 'task', '.']","['ADJ', 'CCONJ', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']",adj cconj adj adp noun punct noun punct noun punct x x punct det noun noun punct,"highest or higher in importance, rank, privilege, etc.: a priority task.adj cconj adj adp noun punct noun punct noun punct x x punct det noun noun punct",17
3746,spot,https://www.dictionary.com/browse/spot,1,"radio, television.  pertaining to the point of origin of a local broadcast. broadcast between announced programs.","['radio', ',', 'television', '.', ' ', 'pertaining', 'to', 'the', 'point', 'of', 'origin', 'of', 'a', 'local', 'broadcast', '.', 'broadcast', 'between', 'announced', 'programs', '.']","['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'SPACE', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'VERB', 'NOUN', 'PUNCT']",propn punct noun punct space verb adp det noun adp noun adp det adj noun punct verb adp verb noun punct,"radio, television.  pertaining to the point of origin of a local broadcast. broadcast between announced programs.propn punct noun punct space verb adp det noun adp noun adp det adj noun punct verb adp verb noun punct",21
3747,alternative,https://www.dictionary.com/browse/alternative,1,"affording a choice of two or more things, propositions, or courses of action.","['affording', 'a', 'choice', 'of', 'two', 'or', 'more', 'things', ',', 'propositions', ',', 'or', 'courses', 'of', 'action', '.']","['VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",verb det noun adp num cconj adj noun punct noun punct cconj noun adp noun punct,"affording a choice of two or more things, propositions, or courses of action.verb det noun adp num cconj adj noun punct noun punct cconj noun adp noun punct",16
3748,incident,https://www.dictionary.com/browse/incident,1,likely or apt to happen (usually followed by to).,"['likely', 'or', 'apt', 'to', 'happen', '(', 'usually', 'followed', 'by', 'to', ')', '.']","['ADV', 'CCONJ', 'ADJ', 'PART', 'VERB', 'PUNCT', 'ADV', 'VERB', 'ADP', 'ADP', 'PUNCT', 'PUNCT']",adv cconj adj part verb punct adv verb adp adp punct punct,likely or apt to happen (usually followed by to).adv cconj adj part verb punct adv verb adp adp punct punct,12
3749,pocket,https://www.dictionary.com/browse/pocket,1,small enough or suitable for carrying in the pocket: a pocket watch.,"['small', 'enough', 'or', 'suitable', 'for', 'carrying', 'in', 'the', 'pocket', ':', 'a', 'pocket', 'watch', '.']","['ADJ', 'ADJ', 'CCONJ', 'ADJ', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']",adj adj cconj adj adp verb adp det noun punct det noun noun punct,small enough or suitable for carrying in the pocket: a pocket watch.adj adj cconj adj adp verb adp det noun punct det noun noun punct,14
3750,billion,https://www.dictionary.com/browse/billion,1,equal in number to a billion.,"['equal', 'in', 'number', 'to', 'a', 'billion', '.']","['ADJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NUM', 'PUNCT']",adj adp noun adp det num punct,equal in number to a billion.adj adp noun adp det num punct,7
3751,characteristic,https://www.dictionary.com/browse/characteristic,1,"also char·ac·ter·is·ti·cal. pertaining to, constituting, or indicating the character  or peculiar quality of a person or thing; typical; distinctive: red and gold are the characteristic colors of autumn.","['also', 'char·ac·ter·is·ti·cal', '.', 'pertaining', 'to', ',', 'constituting', ',', 'or', 'indicating', 'the', 'character', ' ', 'or', 'peculiar', 'quality', 'of', 'a', 'person', 'or', 'thing', ';', 'typical', ';', 'distinctive', ':', 'red', 'and', 'gold', 'are', 'the', 'characteristic', 'colors', 'of', 'autumn', '.']","['ADV', 'ADJ', 'PUNCT', 'VERB', 'ADP', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'DET', 'NOUN', 'SPACE', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'CCONJ', 'NOUN', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",adv adj punct verb adp punct noun punct cconj verb det noun space cconj adj noun adp det noun cconj noun punct adj punct adj punct adj cconj noun aux det adj noun adp noun punct,"also char·ac·ter·is·ti·cal. pertaining to, constituting, or indicating the character  or peculiar quality of a person or thing; typical; distinctive: red and gold are the characteristic colors of autumn.adv adj punct verb adp punct noun punct cconj verb det noun space cconj adj noun adp det noun cconj noun punct adj punct adj punct adj cconj noun aux det adj noun adp noun punct",36
3752,deputy,https://www.dictionary.com/browse/deputy,1,"appointed, elected, or serving as an assistant or second-in-command.","['appointed', ',', 'elected', ',', 'or', 'serving', 'as', 'an', 'assistant', 'or', 'second', '-', 'in', '-', 'command', '.']","['VERB', 'PUNCT', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADJ', 'PUNCT', 'ADP', 'PUNCT', 'NOUN', 'PUNCT']",verb punct verb punct cconj verb adp det noun cconj adj punct adp punct noun punct,"appointed, elected, or serving as an assistant or second-in-command.verb punct verb punct cconj verb adp det noun cconj adj punct adp punct noun punct",16
3753,square,https://www.dictionary.com/browse/square,1,formed by or as a right angle; having some part or parts rectangular: a square corner.,"['formed', 'by', 'or', 'as', 'a', 'right', 'angle', ';', 'having', 'some', 'part', 'or', 'parts', 'rectangular', ':', 'a', 'square', 'corner', '.']","['VERB', 'ADP', 'CCONJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",verb adp cconj adp det adj noun punct verb det noun cconj noun verb punct det adj noun punct,formed by or as a right angle; having some part or parts rectangular: a square corner.verb adp cconj adp det adj noun punct verb det noun cconj noun verb punct det adj noun punct,19
3754,shot,https://www.dictionary.com/browse/shot,1,"woven so as to present a play of colors; having a changeable color; variegated, as silk.","['woven', 'so', 'as', 'to', 'present', 'a', 'play', 'of', 'colors', ';', 'having', 'a', 'changeable', 'color', ';', 'variegated', ',', 'as', 'silk', '.']","['VERB', 'SCONJ', 'SCONJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'PUNCT']",verb sconj sconj part verb det noun adp noun punct verb det adj noun punct verb punct adp noun punct,"woven so as to present a play of colors; having a changeable color; variegated, as silk.verb sconj sconj part verb det noun adp noun punct verb det adj noun punct verb punct adp noun punct",20
3755,strike,https://www.dictionary.com/browse/strike,1,military. describing a fighter-bomber aircraft designed to carry large payloads at high speeds and low altitudes and also to engage in air-to-air combat.,"['military', '.', 'describing', 'a', 'fighter', '-', 'bomber', 'aircraft', 'designed', 'to', 'carry', 'large', 'payloads', 'at', 'high', 'speeds', 'and', 'low', 'altitudes', 'and', 'also', 'to', 'engage', 'in', 'air', '-', 'to', '-', 'air', 'combat', '.']","['PROPN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'PART', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'CCONJ', 'ADV', 'PART', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",propn punct verb det noun punct noun noun verb part verb adj noun adp adj noun cconj adj noun cconj adv part verb adp noun punct adp punct noun noun punct,military. describing a fighter-bomber aircraft designed to carry large payloads at high speeds and low altitudes and also to engage in air-to-air combat.propn punct verb det noun punct noun noun verb part verb adj noun adp adj noun cconj adj noun cconj adv part verb adp noun punct adp punct noun noun punct,31
3756,defendant,https://www.dictionary.com/browse/defendant,1,making one's defense; defending: a defendant corporation.,"['making', 'one', ""'s"", 'defense', ';', 'defending', ':', 'a', 'defendant', 'corporation', '.']","['VERB', 'PRON', 'PART', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']",verb pron part noun punct verb punct det noun noun punct,making one's defense; defending: a defendant corporation.verb pron part noun punct verb punct det noun noun punct,11
3757,desk,https://www.dictionary.com/browse/desk,1,of or relating to a writing desk: a desk drawer.,"['of', 'or', 'relating', 'to', 'a', 'writing', 'desk', ':', 'a', 'desk', 'drawer', '.']","['ADP', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']",adp cconj verb adp det noun noun punct det noun noun punct,of or relating to a writing desk: a desk drawer.adp cconj verb adp det noun noun punct det noun noun punct,12
3758,enemy,https://www.dictionary.com/browse/enemy,1,belonging to a hostile power or to any of its nationals: enemy property.,"['belonging', 'to', 'a', 'hostile', 'power', 'or', 'to', 'any', 'of', 'its', 'nationals', ':', 'enemy', 'property', '.']","['VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'ADP', 'PRON', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",verb adp det adj noun cconj adp pron adp pron noun punct noun noun punct,belonging to a hostile power or to any of its nationals: enemy property.verb adp det adj noun cconj adp pron adp pron noun punct noun noun punct,15
3759,mass,https://www.dictionary.com/browse/mass,1," pertaining to, involving, or affecting a large number of people: mass unemployment; mass migrations. affecting a number of people, but more than two and typically a large number: mass murder;a mass shooting.","[' ', 'pertaining', 'to', ',', 'involving', ',', 'or', 'affecting', 'a', 'large', 'number', 'of', 'people', ':', 'mass', 'unemployment', ';', 'mass', 'migrations', '.', 'affecting', 'a', 'number', 'of', 'people', ',', 'but', 'more', 'than', 'two', 'and', 'typically', 'a', 'large', 'number', ':', 'mass', 'murder;a', 'mass', 'shooting', '.']","['SPACE', 'VERB', 'ADP', 'PUNCT', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'ADP', 'NUM', 'CCONJ', 'ADV', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']",space verb adp punct verb punct cconj verb det adj noun adp noun punct noun noun punct adj noun punct verb det noun adp noun punct cconj adj adp num cconj adv det adj noun punct adj noun noun noun punct," pertaining to, involving, or affecting a large number of people: mass unemployment; mass migrations. affecting a number of people, but more than two and typically a large number: mass murder;a mass shooting.space verb adp punct verb punct cconj verb det adj noun adp noun punct noun noun punct adj noun punct verb det noun adp noun punct cconj adj adp num cconj adv det adj noun punct adj noun noun noun punct",41
